Cust_type,Cabin_Type,Carrier_Type,Haul_type,Route_Type,Num_Tickets,Net_sales
0,1,1,0,1,1,380
0,1,1,0,1,3,824
0,1,1,0,1,10,"4,875"
0,1,1,0,1,4,938
0,1,1,0,1,1,313
0,1,1,0,1,27,"5,953"
0,1,1,0,1,0,114
0,1,1,0,1,82,"42,507"
0,1,1,0,1,4,"1,012"
0,1,1,0,1,9,"4,430"
0,1,1,0,1,-3,"-1,169"
0,1,1,0,1,103,"13,994"
0,1,1,0,1,19,"6,975"
0,1,1,0,1,1,40
0,1,1,0,1,-1,432
0,1,1,0,1,49,"81,245"
0,1,1,0,1,92,"21,645"
0,1,1,0,1,45,"53,756"
0,1,1,0,1,0,134
0,1,1,0,1,45,"14,485"
0,1,1,0,1,8,"5,592"
0,1,1,0,1,1,541
0,1,1,0,1,47,"20,436"
0,1,1,0,1,5,"1,004"
0,1,1,0,1,7,"1,679"
0,1,1,0,1,2,32
0,1,1,0,1,1,452
0,1,1,0,1,10,"1,914"
0,1,1,0,1,1,395
0,1,1,0,1,4,"1,333"
0,1,1,0,1,25,"8,918"
0,1,1,0,1,3,561
0,1,1,0,1,33,"8,270"
0,1,1,0,1,1,113
0,1,1,0,1,80,"38,419"
0,1,1,0,1,3,922
0,1,1,0,1,7,"3,850"
0,1,1,0,1,3,"1,202"
0,1,1,0,1,3,"1,121"
0,1,1,0,1,94,"12,125"
0,1,1,0,1,33,"12,758"
0,1,1,0,1,0,53
0,1,1,0,1,6,"3,505"
0,1,1,0,1,39,"57,756"
0,1,1,0,1,46,"11,877"
0,1,1,0,1,43,"47,338"
0,1,1,0,1,0,339
0,1,1,0,1,23,"7,196"
0,1,1,0,1,-1,4
0,1,1,0,1,37,"15,738"
0,1,1,0,1,5,729
0,1,1,0,1,32,"6,090"
0,1,1,0,1,-2,-82
0,1,1,0,1,3,"2,352"
0,1,1,0,1,5,"1,748"
0,1,1,0,1,0,100
0,1,1,0,1,1,328
0,1,1,0,1,4,907
0,1,1,0,1,13,"5,766"
0,1,1,0,1,1,199
0,1,1,0,1,25,"7,430"
0,1,1,0,1,2,393
0,1,1,0,1,101,"50,525"
0,1,1,0,1,2,442
0,1,1,0,1,9,"5,742"
0,1,1,0,1,1,654
0,1,1,0,1,9,"2,224"
0,1,1,0,1,3,571
0,1,1,0,1,90,"10,147"
0,1,1,0,1,22,"7,106"
0,1,1,0,1,4,"4,185"
0,1,1,0,1,37,"55,340"
0,1,1,0,1,66,"18,279"
0,1,1,0,1,33,"46,028"
0,1,1,0,1,0,116
0,1,1,0,1,37,"12,217"
0,1,1,0,1,0,-110
0,1,1,0,1,55,"22,189"
0,1,1,0,1,6,"1,293"
0,1,1,0,1,6,"1,776"
0,1,1,0,1,7,"1,710"
0,1,1,0,1,2,543
0,1,1,0,1,7,"1,617"
0,1,1,0,1,14,"5,924"
0,1,1,0,1,3,497
0,1,1,0,1,1,188
0,1,1,0,1,26,"8,355"
0,1,1,0,1,1,195
0,1,1,0,1,67,"31,857"
0,1,1,0,1,3,866
0,1,1,0,1,10,"4,851"
0,1,1,0,1,2,"1,161"
0,1,1,0,1,72,"10,001"
0,1,1,0,1,21,"9,188"
0,1,1,0,1,1,679
0,1,1,0,1,4,"1,922"
0,1,1,0,1,46,"57,233"
0,1,1,0,1,47,"11,344"
0,1,1,0,1,42,"53,796"
0,1,1,0,1,26,"8,082"
0,1,1,0,1,3,"1,728"
0,1,1,0,1,8,"4,673"
0,1,1,0,1,34,"12,294"
0,1,1,0,1,2,406
0,1,1,0,1,4,"1,210"
0,1,1,0,1,2,950
0,1,1,0,1,11,"2,382"
0,1,1,0,1,11,"3,186"
0,1,1,0,1,2,608
0,1,1,0,1,10,"3,623"
0,1,1,0,1,2,340
0,1,1,0,1,1,"1,096"
0,1,1,0,1,2,446
0,1,1,0,1,70,"41,069"
0,1,1,0,1,4,"1,153"
0,1,1,0,1,2,850
0,1,1,0,1,0,-374
0,1,1,0,1,3,"1,087"
0,1,1,0,1,33,"4,901"
0,1,1,0,1,8,"3,360"
0,1,1,0,1,1,744
0,1,1,0,1,7,"2,746"
0,1,1,0,1,32,"39,102"
0,1,1,0,1,65,"18,577"
0,1,1,0,1,29,"33,461"
0,1,1,0,1,1,240
0,1,1,0,1,31,"9,340"
0,1,1,0,1,10,"9,843"
0,1,1,0,1,1,901
0,1,1,0,1,37,"11,817"
0,1,1,0,1,4,"1,071"
0,1,1,0,1,9,"2,143"
0,1,1,0,1,1,228
0,1,1,0,1,6,"1,767"
0,1,1,0,1,1,0
0,1,1,0,1,3,571
0,1,1,0,1,10,"4,032"
0,1,1,0,1,-1,-115
0,1,1,0,1,2,555
0,1,1,0,1,1,82
0,1,1,0,1,72,"35,601"
0,1,1,0,1,3,928
0,1,1,0,1,3,"2,229"
0,1,1,0,1,1,509
0,1,1,0,1,1,570
0,1,1,0,1,11,"1,973"
0,1,1,0,1,20,"9,529"
0,1,1,0,1,4,"2,151"
0,1,1,0,1,27,"38,047"
0,1,1,0,1,65,"22,271"
0,1,1,0,1,16,"18,454"
0,1,1,0,1,15,"4,562"
0,1,1,0,1,-1,883
0,1,1,0,1,4,"2,815"
0,1,1,0,1,42,"19,472"
0,1,1,0,1,1,515
0,1,1,0,1,4,"1,381"
0,1,1,0,1,7,"2,370"
0,1,1,0,1,0,19
0,1,1,0,1,7,"2,886"
0,1,1,0,1,7,"1,289"
0,1,1,0,1,4,"1,170"
0,1,1,0,1,3,806
0,1,1,0,1,1,780
0,1,1,0,1,52,"28,524"
0,1,1,0,1,2,320
0,1,1,0,1,7,"2,644"
0,1,1,0,1,3,296
0,1,1,0,1,13,"1,683"
0,1,1,0,1,12,"4,719"
0,1,1,0,1,3,"1,225"
0,1,1,0,1,-3,-873
0,1,1,0,1,54,"13,448"
0,1,1,0,1,0,638
0,1,1,0,1,974,"1,122,245"
0,1,1,0,1,0,675
0,1,1,0,1,1,"5,110"
0,1,1,0,1,2,"1,435"
0,1,1,0,1,252,"283,430"
0,1,1,0,1,0,-334
0,1,1,0,1,-1,-837
0,1,1,0,1,805,"889,152"
0,1,1,0,1,1,587
0,1,1,0,1,1,"1,141"
0,1,1,0,1,0,"1,224"
0,1,1,0,1,0,10
0,1,1,0,1,3,"3,111"
0,1,1,0,1,144,"144,782"
0,1,1,0,1,171,"156,260"
0,1,1,0,1,-1,-620
0,1,1,0,1,-1,"-4,488"
0,1,1,0,1,0,-50
0,1,1,0,1,1,499
0,1,1,0,1,-33,"-30,616"
0,1,1,0,1,-1,-161
0,1,1,0,1,-103,"-119,537"
0,1,1,0,1,0,204
0,1,1,0,1,0,"-4,156"
0,1,1,0,1,-51,"-49,417"
0,1,1,0,1,4,"-18,852"
0,1,1,0,1,1,511
0,1,1,0,1,79,"59,757"
0,1,1,0,1,78,"80,416"
0,1,1,0,1,-1,-338
0,1,1,0,1,116,"86,691"
0,1,1,0,1,10,"1,334"
0,1,1,0,1,-1,-96
0,1,1,0,1,-1,"-1,340"
0,1,1,0,1,0,40
0,1,1,0,1,74,"67,296"
0,1,1,0,1,0,-478
0,1,1,0,1,-21,"-17,867"
0,1,1,0,1,0,326
0,1,1,0,1,43,"35,025"
0,1,1,0,1,90,"77,648"
0,1,1,0,1,1,"1,143"
0,1,1,0,1,56,"65,283"
0,1,1,0,1,139,"120,413"
0,1,1,0,1,-1,"-2,799"
0,1,1,0,1,2,"3,094"
0,1,1,0,1,44,"51,389"
0,1,1,0,1,0,13
0,1,1,0,1,124,"152,525"
0,1,1,0,1,0,388
0,1,1,0,1,0,358
0,1,1,0,1,7,"6,478"
0,1,1,0,1,52,"46,874"
0,1,1,0,1,1,461
0,1,1,0,1,81,"100,369"
0,1,1,0,1,4,"4,984"
0,1,1,0,1,35,"35,737"
0,1,1,0,1,0,719
0,1,1,0,1,364,"464,290"
0,1,1,0,1,0,825
0,1,1,0,1,0,"-1,381"
0,1,1,0,1,1,629
0,1,1,0,1,41,"80,802"
0,1,1,0,1,496,"505,972"
0,1,1,0,1,1,"1,354"
0,1,1,0,1,0,889
0,1,1,0,1,1,948
0,1,1,0,1,1,568
0,1,1,0,1,21,"26,686"
0,1,1,0,1,"1,380","928,580"
0,1,1,0,1,890,"982,690"
0,1,1,0,1,-24,"-29,789"
0,1,1,0,1,0,687
0,1,1,0,1,"1,440","1,086,632"
0,1,1,0,1,843,"1,026,214"
0,1,1,0,1,-13,"-4,946"
0,1,1,0,1,"1,435","1,259,387"
0,1,1,0,1,0,212
0,1,1,0,1,683,"898,825"
0,1,1,0,1,0,397
0,1,1,0,1,6,"4,600"
0,1,1,0,1,1,111
0,1,1,0,1,63,"60,463"
0,1,1,0,1,"1,655","1,595,410"
0,1,1,0,1,0,285
0,1,1,0,1,-1,-762
0,1,1,0,1,944,"1,351,433"
0,1,1,0,1,0,672
0,1,1,0,1,1,"2,050"
0,1,1,0,1,1,211
0,1,1,0,1,135,"198,142"
0,1,1,0,1,"1,537","1,531,931"
0,1,1,0,1,-1,"-1,389"
0,1,1,0,1,746,"1,220,119"
0,1,1,0,1,0,147
0,1,1,0,1,0,"1,830"
0,1,1,0,1,1,"2,645"
0,1,1,0,1,225,"325,575"
0,1,1,0,1,"1,233","1,126,479"
0,1,1,0,1,1,569
0,1,1,0,1,0,230
0,1,1,0,1,462,"792,943"
0,1,1,0,1,0,"1,707"
0,1,1,0,1,0,-964
0,1,1,0,1,1,"1,872"
0,1,1,0,1,2,"4,902"
0,1,1,0,1,146,"211,248"
0,1,1,0,1,"1,310","1,154,789"
0,1,1,0,1,387,"697,158"
0,1,1,0,1,0,393
0,1,1,0,1,3,"2,299"
0,1,1,0,1,159,"239,479"
0,1,1,0,1,"1,804","1,817,364"
0,1,1,0,1,492,"777,408"
0,1,1,0,1,0,265
0,1,1,0,1,0,"1,652"
0,1,1,0,1,0,186
0,1,1,0,1,235,"328,885"
0,1,1,0,1,1,769
0,1,1,0,1,"1,975","2,146,310"
0,1,1,0,1,0,310
0,1,1,0,1,531,"854,841"
0,1,1,0,1,1,"2,596"
0,1,1,0,1,0,"1,005"
1,1,2,0,1,0,5
1,1,2,0,1,0,93
1,1,2,0,1,0,98
0,1,2,0,1,0,370
0,1,2,0,1,"15,255","16,552,058"
0,1,2,0,1,"12,973","14,152,439"
0,1,2,0,1,"3,373","3,118,222"
0,1,2,0,1,-156,"-631,082"
0,1,2,0,1,880,"276,948"
0,1,2,0,1,"2,749","2,123,957"
0,1,2,0,1,"2,674","1,719,755"
0,1,2,0,1,"3,751","2,244,389"
0,1,2,0,1,"5,902","4,094,546"
0,1,2,0,1,"6,820","4,768,594"
0,1,2,0,1,"5,739","3,900,568"
0,1,2,0,1,"5,389","3,510,162"
0,1,2,0,1,"6,718","4,300,956"
0,1,2,0,1,"8,017","5,329,060"
0,1,2,0,1,"11,687","8,857,812"
0,1,2,0,1,"11,827","10,003,143"
0,1,2,0,1,"10,323","10,681,235"
0,1,2,0,1,"12,510","14,234,021"
0,1,2,0,1,"13,283","15,408,901"
0,1,2,0,1,"11,948","12,829,377"
0,1,2,0,1,"11,917","11,830,039"
0,1,2,0,1,"14,843","15,359,999"
0,1,2,0,1,"14,582","16,087,688"
0,1,2,0,1,"1,055","1,665,522"
0,1,2,0,1,206,"314,160"
0,1,2,0,1,-5,932
0,1,2,0,1,40,"33,797"
0,1,2,0,1,203,"254,185"
0,1,2,0,1,163,"212,964"
0,1,2,0,1,137,"241,021"
0,1,2,0,1,268,"384,286"
0,1,2,0,1,300,"376,258"
0,1,2,0,1,235,"333,993"
0,1,2,0,1,237,"264,872"
0,1,2,0,1,191,"196,718"
0,1,2,0,1,315,"299,201"
0,1,2,0,1,572,"597,141"
0,1,2,0,1,670,"743,372"
0,1,2,0,1,617,"860,672"
0,1,2,0,1,800,"1,253,079"
0,1,2,0,1,871,"1,410,192"
0,1,2,0,1,690,"1,101,981"
0,1,2,0,1,718,"1,115,239"
0,1,2,0,1,783,"1,217,747"
0,1,2,0,1,699,"1,167,084"
1,1,2,0,1,1,"1,529"
1,1,2,0,1,2,"2,415"
1,1,2,0,1,121,"61,641"
1,1,2,0,1,52,"26,937"
1,1,2,0,1,1,633
1,1,2,0,1,1,"1,031"
1,1,2,0,1,100,"53,713"
1,1,2,0,1,58,"22,389"
1,1,2,0,1,1,"1,230"
1,1,2,0,1,119,"59,778"
1,1,2,0,1,80,"32,826"
1,1,2,0,1,2,"2,962"
1,1,2,0,1,2,"1,214"
1,1,2,0,1,132,"61,766"
1,1,2,0,1,71,"38,466"
1,1,2,0,1,0,913
1,1,2,0,1,143,"72,427"
1,1,2,0,1,78,"34,371"
1,1,2,0,1,1,788
1,1,2,0,1,1,794
1,1,2,0,1,101,"68,988"
1,1,2,0,1,73,"35,666"
1,1,2,0,1,1,889
1,1,2,0,1,1,543
1,1,2,0,1,102,"54,627"
1,1,2,0,1,65,"31,841"
1,1,2,0,1,1,688
1,1,2,0,1,0,-54
1,1,2,0,1,100,"47,209"
1,1,2,0,1,64,"28,216"
1,1,2,0,1,0,586
1,1,2,0,1,4,"3,400"
1,1,2,0,1,90,"42,783"
1,1,2,0,1,66,"27,942"
1,1,2,0,1,0,247
1,1,2,0,1,1,833
1,1,2,0,1,95,"53,098"
1,1,2,0,1,51,"23,624"
1,1,2,0,1,0,124
1,1,2,0,1,4,"3,350"
1,1,2,0,1,63,"30,479"
1,1,2,0,1,35,"17,821"
1,1,2,0,1,0,198
1,1,2,0,1,64,"29,107"
1,1,2,0,1,30,"18,931"
1,1,2,0,1,0,436
1,1,2,0,1,110,"46,063"
1,1,2,0,1,56,"24,793"
1,1,2,0,1,1,300
1,1,2,0,1,1,325
1,1,2,0,1,94,"47,751"
1,1,2,0,1,48,"23,148"
1,1,2,0,1,-1,-646
1,1,2,0,1,2,"-2,278"
1,1,2,0,1,-17,"-8,652"
1,1,2,0,1,0,-70
1,1,2,0,1,-23,"-11,180"
1,1,2,0,1,-18,"-11,039"
1,1,2,0,1,-42,"-18,334"
1,1,2,0,1,-17,"-7,737"
1,1,2,0,1,-27,"-7,474"
1,1,2,0,1,-8,"-2,786"
1,1,2,0,1,2,279
1,1,2,0,1,-6,"-2,515"
1,1,2,0,1,0,-61
1,1,2,0,1,-9,"-3,713"
1,1,2,0,1,-1,163
1,1,2,0,1,13,"2,368"
1,1,2,0,1,-3,"-1,659"
1,1,2,0,1,12,"3,108"
1,1,2,0,1,2,288
1,1,2,0,1,1,43
1,1,2,0,1,8,"2,514"
1,1,2,0,1,12,"3,422"
1,1,2,0,1,8,"2,712"
1,1,2,0,1,3,"1,173"
1,1,2,0,1,4,"2,129"
1,1,2,0,1,12,"3,661"
1,1,2,0,1,16,"6,085"
1,1,2,0,1,7,"1,672"
1,1,2,0,1,11,"3,590"
1,1,2,0,1,1,226
1,1,2,0,1,15,"4,032"
1,1,2,0,1,11,"5,134"
1,1,2,0,1,14,"5,730"
1,1,2,0,1,34,"13,604"
1,1,2,0,1,16,"7,748"
1,1,2,0,1,49,"21,811"
1,1,2,0,1,0,124
1,1,2,0,1,45,"15,973"
1,1,2,0,1,94,"38,307"
1,1,2,0,1,0,6
1,1,2,0,1,58,"32,226"
1,1,2,0,1,27,"10,582"
1,1,2,0,1,-1,-226
1,1,2,0,1,41,"17,729"
1,1,2,0,1,35,"13,908"
1,1,2,0,1,1,652
1,1,2,0,1,1,261
1,1,2,0,1,102,"70,913"
1,1,2,0,1,44,"22,443"
1,1,2,0,1,1,448
1,1,2,0,1,73,"40,991"
1,1,2,0,1,20,"9,470"
1,1,2,0,1,4,"1,195"
1,1,2,0,1,26,"10,693"
1,1,2,0,1,18,"9,603"
1,1,2,0,1,0,0
1,1,2,0,1,1,559
1,1,2,0,1,53,"20,203"
1,1,2,0,1,31,"11,437"
1,1,2,0,1,0,449
1,1,2,0,1,-1,-559
1,1,2,0,1,80,"48,892"
1,1,2,0,1,71,"30,124"
1,1,2,0,1,128,"77,622"
1,1,2,0,1,110,"47,007"
1,1,2,0,1,1,"1,212"
1,1,2,0,1,0,159
1,1,2,0,1,133,"92,793"
1,1,2,0,1,93,"38,742"
0,1,2,0,1,1,978
0,1,2,0,1,1,836
0,1,2,0,1,121,"45,437"
0,1,2,0,1,134,"44,871"
0,1,2,0,1,1,"1,306"
0,1,2,0,1,2,"1,384"
0,1,2,0,1,116,"49,918"
0,1,2,0,1,154,"61,460"
0,1,2,0,1,0,332
0,1,2,0,1,3,855
0,1,2,0,1,121,"49,434"
0,1,2,0,1,147,"60,872"
0,1,2,0,1,1,901
0,1,2,0,1,1,103
0,1,2,0,1,103,"47,449"
0,1,2,0,1,162,"69,833"
0,1,2,0,1,5,"2,371"
0,1,2,0,1,133,"52,600"
0,1,2,0,1,153,"61,634"
0,1,2,0,1,-1,-431
0,1,2,0,1,114,"58,481"
0,1,2,0,1,107,"44,882"
0,1,2,0,1,1,613
0,1,2,0,1,1,210
0,1,2,0,1,89,"34,948"
0,1,2,0,1,153,"64,455"
0,1,2,0,1,1,622
0,1,2,0,1,1,423
0,1,2,0,1,131,"56,731"
0,1,2,0,1,95,"43,941"
0,1,2,0,1,0,471
0,1,2,0,1,0,210
0,1,2,0,1,115,"46,855"
0,1,2,0,1,98,"41,844"
0,1,2,0,1,1,"1,969"
0,1,2,0,1,5,"2,109"
0,1,2,0,1,87,"37,131"
0,1,2,0,1,173,"66,139"
0,1,2,0,1,2,455
0,1,2,0,1,81,"31,953"
0,1,2,0,1,68,"27,964"
0,1,2,0,1,0,258
0,1,2,0,1,5,"4,078"
0,1,2,0,1,65,"23,837"
0,1,2,0,1,82,"29,304"
0,1,2,0,1,0,"1,453"
0,1,2,0,1,"18,002","17,332,462"
0,1,2,0,1,2,"18,127"
0,1,2,0,1,0,"-1,604"
0,1,2,0,1,"5,519","4,447,185"
0,1,2,0,1,0,"8,296"
0,1,2,0,1,-557,"-929,034"
0,1,2,0,1,-2,"-4,775"
0,1,2,0,1,"3,688","2,025,657"
0,1,2,0,1,0,"8,756"
0,1,2,0,1,"6,728","4,576,561"
0,1,2,0,1,-1,"-2,664"
0,1,2,0,1,"5,893","3,677,699"
0,1,2,0,1,0,621
0,1,2,0,1,"7,143","4,176,702"
0,1,2,0,1,"8,307","5,414,844"
0,1,2,0,1,0,685
0,1,2,0,1,"8,818","6,145,793"
0,1,2,0,1,1,"9,916"
0,1,2,0,1,"6,092","4,234,458"
0,1,2,0,1,0,347
0,1,2,0,1,"6,635","4,173,138"
0,1,2,0,1,0,243
0,1,2,0,1,-1,-169
0,1,2,0,1,"8,546","5,350,256"
0,1,2,0,1,0,-588
0,1,2,0,1,"10,667","7,223,142"
0,1,2,0,1,0,"-1,332"
0,1,2,0,1,1,349
0,1,2,0,1,"16,603","11,927,429"
0,1,2,0,1,0,"-1,635"
0,1,2,0,1,"14,921","11,417,036"
0,1,2,0,1,0,372
0,1,2,0,1,"14,730","13,250,111"
0,1,2,0,1,0,-362
0,1,2,0,1,0,348
0,1,2,0,1,"16,598","18,088,046"
0,1,2,0,1,0,"1,143"
0,1,2,0,1,0,-402
0,1,2,0,1,"16,550","18,046,744"
0,1,2,0,1,0,"1,128"
0,1,2,0,1,"14,335","14,769,034"
0,1,2,0,1,-1,"1,533"
0,1,2,0,1,1,445
0,1,2,0,1,"14,978","15,241,611"
0,1,2,0,1,-2,"-2,210"
0,1,2,0,1,0,476
0,1,2,0,1,"19,123","19,154,362"
0,1,2,0,1,0,"7,051"
0,1,2,0,1,0,-475
0,1,2,0,1,"18,255","20,074,676"
0,1,2,0,1,0,225
0,1,2,0,1,2,"3,365"
1,1,2,0,1,31,"29,849"
1,1,2,0,1,17,"6,012"
1,1,2,0,1,2,"2,654"
1,1,2,0,1,29,"22,084"
1,1,2,0,1,14,"5,485"
1,1,2,0,1,0,223
1,1,2,0,1,2,"1,403"
1,1,2,0,1,48,"39,666"
1,1,2,0,1,20,"7,405"
1,1,2,0,1,1,"1,023"
1,1,2,0,1,58,"35,795"
1,1,2,0,1,22,"10,170"
1,1,2,0,1,1,159
1,1,2,0,1,74,"49,046"
1,1,2,0,1,29,"10,213"
1,1,2,0,1,0,61
1,1,2,0,1,68,"40,939"
1,1,2,0,1,15,"4,359"
1,1,2,0,1,3,"1,915"
1,1,2,0,1,58,"22,320"
1,1,2,0,1,26,"10,306"
1,1,2,0,1,1,476
1,1,2,0,1,71,"49,994"
1,1,2,0,1,18,"5,855"
1,1,2,0,1,0,223
1,1,2,0,1,36,"21,211"
1,1,2,0,1,12,"4,377"
1,1,2,0,1,0,647
1,1,2,0,1,1,452
1,1,2,0,1,26,"13,309"
1,1,2,0,1,16,"5,535"
1,1,2,0,1,0,120
1,1,2,0,1,0,305
1,1,2,0,1,38,"17,303"
1,1,2,0,1,14,"5,568"
1,1,2,0,1,0,45
1,1,2,0,1,0,453
1,1,2,0,1,22,"10,704"
1,1,2,0,1,5,"2,276"
1,1,2,0,1,67,"33,123"
1,1,2,0,1,21,"7,927"
1,1,2,0,1,0,309
1,1,2,0,1,111,"49,517"
1,1,2,0,1,16,"4,410"
1,1,2,0,1,0,0
1,1,2,0,1,1,601
1,1,2,0,1,2,436
1,1,2,0,1,-5,"-2,600"
1,1,2,0,1,0,0
1,1,2,0,1,-31,"-20,404"
1,1,2,0,1,-7,"-1,744"
1,1,2,0,1,-1,-165
1,1,2,0,1,0,0
1,1,2,0,1,-37,"-17,452"
1,1,2,0,1,-7,"-2,355"
1,1,2,0,1,-1,687
1,1,2,0,1,-3,"-1,860"
1,1,2,0,1,5,"2,793"
1,1,2,0,1,-1,-646
1,1,2,0,1,4,"2,736"
1,1,2,0,1,3,-416
1,1,2,0,1,22,"13,128"
1,1,2,0,1,1,464
1,1,2,0,1,5,"1,584"
1,1,2,0,1,0,-383
1,1,2,0,1,2,832
1,1,2,0,1,1,127
1,1,2,0,1,13,"11,562"
1,1,2,0,1,1,60
1,1,2,0,1,9,"2,172"
1,1,2,0,1,1,94
1,1,2,0,1,2,"1,570"
1,1,2,0,1,5,"6,242"
1,1,2,0,1,1,538
1,1,2,0,1,8,"5,037"
1,1,2,0,1,7,"2,256"
1,1,2,0,1,0,0
1,1,2,0,1,4,"1,209"
1,1,2,0,1,5,676
1,1,2,0,1,66,"31,017"
1,1,2,0,1,10,"2,349"
1,1,2,0,1,113,"65,086"
1,1,2,0,1,15,"5,174"
1,1,2,0,1,79,"47,108"
1,1,2,0,1,13,"4,323"
1,1,2,0,1,79,"41,743"
1,1,2,0,1,12,"1,520"
1,1,2,0,1,73,"40,722"
1,1,2,0,1,-1,854
1,1,2,0,1,0,630
1,1,2,0,1,47,"26,839"
1,1,2,0,1,3,307
1,1,2,0,1,1,209
1,1,2,0,1,45,"29,112"
1,1,2,0,1,3,535
1,1,2,0,1,21,"7,333"
1,1,2,0,1,17,"2,268"
1,1,2,0,1,47,"33,397"
1,1,2,0,1,48,"8,102"
1,1,2,0,1,147,"78,072"
1,1,2,0,1,162,"31,207"
1,1,2,0,1,0,153
1,1,2,0,1,0,0
1,1,2,0,1,148,"100,055"
1,1,2,0,1,209,"45,146"
1,1,2,0,1,166,"91,953"
1,1,2,0,1,183,"39,272"
1,1,2,0,1,1,"1,095"
0,1,3,0,1,37,"19,953"
0,1,3,0,1,13,"3,276"
0,1,3,0,1,3,897
0,1,3,0,1,40,"16,684"
0,1,3,0,1,19,"5,180"
0,1,3,0,1,1,12
0,1,3,0,1,70,"26,157"
0,1,3,0,1,29,"8,412"
0,1,3,0,1,1,"1,298"
0,1,3,0,1,2,"1,760"
0,1,3,0,1,77,"27,486"
0,1,3,0,1,24,"4,800"
0,1,3,0,1,1,56
0,1,3,0,1,114,"40,428"
0,1,3,0,1,32,"9,418"
0,1,3,0,1,2,730
0,1,3,0,1,3,"1,731"
0,1,3,0,1,91,"29,578"
0,1,3,0,1,25,"7,941"
0,1,3,0,1,1,415
0,1,3,0,1,1,840
0,1,3,0,1,70,"25,436"
0,1,3,0,1,29,"6,077"
0,1,3,0,1,1,907
0,1,3,0,1,54,"18,695"
0,1,3,0,1,30,"9,590"
0,1,3,0,1,2,710
0,1,3,0,1,65,"23,733"
0,1,3,0,1,19,"4,559"
0,1,3,0,1,2,"3,031"
0,1,3,0,1,60,"21,686"
0,1,3,0,1,34,"12,693"
0,1,3,0,1,2,773
0,1,3,0,1,73,"19,343"
0,1,3,0,1,28,"10,527"
0,1,3,0,1,0,161
0,1,3,0,1,1,324
0,1,3,0,1,40,"9,827"
0,1,3,0,1,16,"5,335"
0,1,3,0,1,1,351
0,1,3,0,1,2,947
0,1,3,0,1,"21,453","20,020,525"
0,1,3,0,1,0,375
0,1,3,0,1,"18,089","17,352,199"
0,1,3,0,1,"4,107","3,148,582"
0,1,3,0,1,"-1,957","-2,094,318"
0,1,3,0,1,-7,"-707,758"
0,1,3,0,1,0,512
0,1,3,0,1,"1,291","713,779"
0,1,3,0,1,0,-88
0,1,3,0,1,"1,769","1,248,444"
0,1,3,0,1,2,"9,476"
0,1,3,0,1,"3,101","2,321,996"
0,1,3,0,1,"4,663","3,939,848"
0,1,3,0,1,0,-479
0,1,3,0,1,"5,553","4,701,953"
0,1,3,0,1,"4,436","3,603,933"
0,1,3,0,1,"4,091","3,306,307"
0,1,3,0,1,"5,844","4,654,460"
0,1,3,0,1,"7,460","6,291,083"
0,1,3,0,1,"12,242","10,263,845"
0,1,3,0,1,"14,424","12,825,800"
0,1,3,0,1,"14,987","14,398,524"
0,1,3,0,1,0,-241
0,1,3,0,1,"17,299","17,870,313"
0,1,3,0,1,"16,522","17,378,907"
0,1,3,0,1,"14,390","15,497,064"
0,1,3,0,1,1,"2,017"
0,1,3,0,1,"13,769","14,515,293"
0,1,3,0,1,"17,416","18,034,717"
0,1,3,0,1,0,17
0,1,3,0,1,0,135
0,1,3,0,1,"16,478","18,410,409"
1,1,1,1,0,1,"9,810"
1,1,1,1,0,9,"34,505"
1,1,1,1,0,1,"1,701"
1,1,1,1,0,8,"20,265"
1,1,1,1,0,17,"74,545"
1,1,1,1,0,4,"10,364"
1,1,1,1,0,16,"15,098"
1,1,1,1,0,8,"21,297"
1,1,1,1,0,0,-32
1,1,1,1,0,2,"9,066"
1,1,1,1,0,2,"4,459"
1,1,1,1,0,11,"18,970"
1,1,1,1,0,6,"11,439"
1,1,1,1,0,8,"3,608"
1,1,1,1,0,5,"8,456"
1,1,1,1,0,23,"22,388"
1,1,1,1,0,-2,"-2,239"
1,1,1,1,0,10,"30,109"
1,1,1,1,0,7,"28,205"
1,1,1,1,0,-2,"-7,851"
1,1,1,1,0,5,"6,315"
1,1,1,1,0,-7,"-3,740"
1,1,1,1,0,18,"68,090"
1,1,1,1,0,0,-917
1,1,1,1,0,24,"23,138"
1,1,1,1,0,8,"19,655"
1,1,1,1,0,3,"2,026"
1,1,1,1,0,2,"1,119"
1,1,1,1,0,2,"5,734"
1,1,1,1,0,1,"2,495"
1,1,1,1,0,23,"45,574"
1,1,1,1,0,18,"4,387"
1,1,1,1,0,1,190
1,1,1,1,0,15,"7,061"
1,1,1,1,0,34,"21,950"
1,1,1,1,0,1,"2,522"
1,1,1,1,0,-5,"-8,746"
1,1,1,1,0,8,"27,267"
1,1,1,1,0,5,"8,370"
1,1,1,1,0,9,"29,657"
1,1,1,1,0,23,"84,773"
1,1,1,1,0,7,"16,692"
1,1,1,1,0,0,"3,998"
1,1,1,1,0,22,"15,926"
1,1,1,1,0,0,-899
1,1,1,1,0,3,"3,560"
1,1,1,1,0,10,"42,147"
1,1,1,1,0,3,"17,716"
1,1,1,1,0,1,"1,511"
1,1,1,1,0,29,"40,207"
1,1,1,1,0,0,"4,452"
1,1,1,1,0,-1,-304
1,1,1,1,0,4,"1,540"
1,1,1,1,0,11,"6,305"
1,1,1,1,0,-2,-477
